,XAUUSD_Close,XAUUSD_Open,XAUUSD_High,XAUUSD_Low,DXY_Close,SPX_Close,US10Y_Close,VIX_Close
2013-10-25,1351.9,1346.0,1355.82,1336.7,79.194,1759.77,2.51999998,13.09
2013-10-28,1352.27,1351.07,1361.74,1346.58,79.246,1762.11,2.51239991,13.31
2013-10-29,1344.45,1352.27,1360.58,1340.2,79.607,1771.95,2.523,13.41
2013-10-30,1341.25,1344.5,1359.52,1334.5,79.777,1763.31,2.50300002,13.65
2013-10-31,1322.9,1341.2,1343.1,1319.3,80.195,1756.54,2.53800011,13.75
2013-11-01,1315.2,1322.9,1327.46,1306.28,80.716,1761.64,2.55200005,13.28
2013-11-04,1314.45,1315.03,1322.5,1311.4,80.553,1767.93,2.61999989,12.93
2013-11-05,1311.5,1314.36,1319.93,1306.09,80.706,1762.97,2.60299993,13.27
2013-11-06,1317.55,1311.46,1322.03,1309.45,80.483,1770.49,2.67000008,12.67
2013-11-07,1307.38,1317.25,1326.33,1296.95,80.845,1747.15,2.64400005,13.91
2013-11-08,1288.15,1307.35,1313.75,1281.12,81.303,1770.61,2.602,12.9
2013-11-12,1267.73,1282.4,1285.27,1261.0,81.192,1767.69,2.76810002,12.82
2013-11-13,1281.6,1267.64,1281.6,1265.6,80.926,1782.0,2.77399993,12.52
2013-11-14,1287.0,1280.86,1294.3,1278.39,81.023,1790.62,2.71600008,12.37
2013-11-15,1289.8,1286.91,1291.2,1280.63,80.849,1798.18,2.69300008,12.19
2013-11-18,1275.04,1289.43,1289.7,1270.19,80.825,1791.53,2.71409988,13.1
2013-11-19,1275.0,1275.0,1278.85,1269.46,80.704,1787.87,2.66599989,13.39
2013-11-20,1243.8,1275.45,1276.35,1240.9,81.112,1781.37,2.71199989,13.4
2013-11-21,1242.38,1243.8,1250.4,1237.07,81.073,1795.85,2.8039999,12.66
2013-11-22,1242.7,1242.38,1249.1,1241.39,80.708,1804.76,2.78800011,12.26
2013-11-25,1251.23,1243.23,1253.71,1227.05,80.92,1802.48,2.75349998,12.79
2013-11-26,1242.3,1250.7,1258.2,1239.92,80.611,1802.75,2.73000002,12.81
2013-11-27,1237.48,1242.6,1254.78,1235.9,80.722,1807.23,2.71000004,12.98
2013-12-02,1219.3,1251.21,1251.21,1217.5,80.925,1800.9,2.75169992,14.23
2013-12-03,1223.08,1219.55,1226.2,1215.52,80.605,1795.15,2.79699993,14.55
2013-12-04,1243.47,1223.09,1251.69,1211.89,80.619,1792.81,2.78399992,14.7
2013-12-05,1225.0,1243.5,1243.6,1217.32,80.235,1785.03,2.83699989,15.08
2013-12-06,1228.55,1225.01,1244.9,1212.87,80.315,1805.09,2.87299991,13.79
2013-12-09,1240.0,1228.7,1243.07,1224.9,80.134,1808.37,2.86630011,13.49
2013-12-10,1261.95,1240.1,1267.8,1237.5,79.966,1802.62,2.84100008,13.91
2013-12-11,1251.95,1262.0,1263.4,1251.2,79.894,1782.22,2.80299997,15.42
2013-12-12,1224.9,1251.95,1256.94,1223.6,80.206,1775.5,2.85500002,15.54
2013-12-13,1238.4,1224.9,1238.68,1220.66,80.214,1775.32,2.87899995,15.76
2013-12-16,1241.04,1238.35,1252.02,1228.09,80.074,1786.54,2.86829996,16.03
2013-12-17,1230.55,1240.7,1248.1,1227.2,80.061,1781.0,2.87899995,16.21
2013-12-18,1217.8,1230.23,1244.57,1215.9,80.105,1810.65,2.83699989,13.8
2013-12-19,1188.4,1218.3,1226.51,1186.9,80.63,1809.6,2.89599991,14.15
2013-12-20,1202.8,1188.1,1207.52,1187.6,80.575,1818.32,2.9289999,13.79
2013-12-23,1198.2,1202.78,1206.19,1192.93,80.447,1827.99,2.88499999,13.04
2013-12-24,1204.3,1198.45,1205.5,1196.49,80.539,1833.32,2.93099999,12.48
2013-12-26,1209.81,1203.7,1215.84,1200.9,80.484,1842.02,2.99979997,12.33
2013-12-27,1212.6,1210.05,1219.05,1208.6,80.392,1841.4,2.9920001,12.46
2013-12-30,1196.0,1212.87,1216.3,1194.5,80.0,1841.07,3.00559998,13.56
2013-12-31,1205.25,1195.27,1214.63,1182.7,80.035,1848.36,2.97199988,13.72
2014-01-02,1224.0,1205.4,1230.84,1203.3,80.63,1831.98,3.02629995,14.23
2014-01-03,1236.75,1224.2,1240.22,1222.3,80.791,1831.37,2.99099994,13.76
2014-01-06,1237.64,1236.43,1248.4,1216.07,80.652,1826.77,3.01160002,13.55
2014-01-07,1231.7,1237.95,1245.35,1225.25,80.833,1837.88,2.95799994,12.92
2014-01-08,1225.7,1231.88,1232.55,1218.2,81.022,1837.49,2.94099998,12.87
2014-01-09,1227.8,1225.95,1231.55,1223.81,81.005,1838.13,2.99099994,12.89
2014-01-10,1248.05,1227.4,1248.91,1227.2,80.658,1842.37,2.9690001,12.14
2014-01-13,1252.55,1246.6,1255.0,1243.85,80.513,1819.2,2.8578999,13.28
2014-01-14,1244.9,1252.92,1255.35,1241.3,80.662,1838.88,2.829,12.28
2014-01-15,1241.55,1244.91,1245.45,1234.48,81.027,1848.38,2.87299991,12.28
2014-01-16,1242.1,1241.0,1245.28,1236.59,80.91,1845.89,2.89299989,12.53
2014-01-17,1253.69,1242.05,1254.92,1237.95,81.225,1838.7,2.84100008,12.44
2014-01-22,1237.05,1240.26,1243.75,1235.6,81.167,1844.86,2.83200002,12.84
2014-01-23,1263.4,1237.05,1265.5,1231.3,80.438,1828.46,2.8670001,13.77
2014-01-24,1269.69,1263.85,1272.55,1257.1,80.458,1790.29,2.77900004,18.14
2014-01-27,1256.4,1268.68,1279.1,1251.7,80.524,1781.56,2.71499991,17.42
2014-01-28,1256.5,1256.4,1261.74,1249.0,80.568,1792.5,2.75,15.8
2014-01-29,1267.35,1256.6,1270.08,1248.7,80.505,1774.2,2.75200009,17.35
2014-01-30,1243.22,1267.4,1268.83,1238.2,81.085,1794.19,2.6789999,17.29
2014-01-31,1243.94,1243.51,1254.9,1238.81,81.311,1782.59,2.69700003,18.41
2014-02-03,1257.15,1244.0,1266.21,1240.81,81.009,1741.89,2.66580009,21.44
2014-02-04,1254.46,1257.0,1260.91,1247.6,81.121,1755.2,2.5769999,19.11
2014-02-05,1257.59,1254.1,1274.3,1252.3,81.036,1751.64,2.63100004,19.95
2014-02-06,1257.8,1257.7,1266.9,1253.07,80.906,1773.43,2.66899991,17.23
2014-02-07,1266.85,1257.5,1271.87,1255.9,80.691,1797.02,2.7019999,15.29
2014-02-10,1274.64,1266.85,1277.84,1264.8,80.642,1799.84,2.68379998,15.26
2014-02-11,1291.22,1274.55,1293.84,1273.4,80.638,1819.75,2.66899991,14.51
2014-02-12,1290.86,1291.15,1296.5,1284.27,80.679,1819.26,2.72600007,14.3
2014-02-13,1302.49,1290.8,1302.77,1286.53,80.323,1829.83,2.76300001,14.14
2014-02-14,1318.3,1302.54,1321.2,1299.6,80.136,1838.63,2.73399997,13.57
2014-02-19,1311.34,1321.5,1322.86,1308.6,80.144,1828.75,2.70900011,15.5
2014-02-20,1322.8,1311.05,1324.95,1307.63,80.286,1839.78,2.73900008,14.79
2014-02-21,1323.95,1322.8,1328.47,1316.1,80.237,1836.25,2.75200009,14.68
2014-02-24,1336.4,1323.95,1338.97,1318.5,80.199,1847.61,2.73729992,14.23
2014-02-25,1340.2,1336.7,1343.54,1331.47,80.137,1845.12,2.74099994,13.67
2014-02-26,1330.25,1340.25,1345.37,1322.5,80.429,1845.16,2.70300007,14.35
2014-02-27,1331.0,1330.25,1336.1,1324.0,80.285,1854.29,2.66599989,14.04
2014-02-28,1324.9,1331.17,1333.29,1319.4,79.691,1859.45,2.63899994,14.0
2014-03-03,1350.32,1325.75,1354.69,1325.75,80.077,1845.73,2.60829997,16.0
2014-03-04,1334.3,1350.0,1352.51,1331.4,80.168,1873.91,2.60299993,14.1
2014-03-05,1336.5,1334.15,1341.77,1332.9,80.109,1873.81,2.70099998,13.89
2014-03-06,1350.61,1336.45,1353.56,1331.4,79.663,1877.03,2.70799994,14.21
2014-03-07,1339.08,1350.62,1352.84,1328.52,79.719,1878.04,2.73900008,14.11
2014-03-10,1338.76,1339.7,1344.61,1327.8,79.768,1877.17,2.78970003,14.2
2014-03-11,1347.68,1338.87,1352.54,1337.6,79.736,1867.63,2.77900004,14.8
2014-03-12,1364.47,1348.11,1370.78,1345.1,79.608,1868.2,2.76999998,14.47
2014-03-13,1369.81,1366.85,1375.09,1364.6,79.62,1846.34,2.73200011,16.22
2014-03-14,1381.4,1369.05,1387.87,1368.1,79.446,1841.13,2.64499998,17.82
2014-03-17,1366.8,1382.45,1392.08,1361.7,79.385,1858.83,2.6400001,15.64
2014-03-18,1355.4,1366.26,1367.51,1350.88,79.414,1872.25,2.69400001,14.52
2014-03-19,1328.39,1354.79,1359.62,1327.5,79.995,1860.77,2.67400002,15.12
2014-03-20,1327.2,1328.41,1334.59,1320.77,80.192,1872.01,2.773,14.52
2014-03-21,1333.3,1325.25,1342.34,1325.25,80.105,1866.52,2.773,15.0
2014-03-24,1308.88,1334.4,1334.87,1307.7,79.934,1857.44,2.75710011,15.09
2014-03-25,1310.7,1307.92,1317.23,1305.87,79.944,1865.62,2.73000002,14.02
2014-03-26,1304.5,1311.16,1316.29,1298.4,80.032,1852.56,2.75,14.93
2014-03-27,1290.5,1304.77,1306.8,1288.8,80.111,1849.04,2.69400001,14.62
2014-03-28,1293.7,1289.02,1298.7,1285.69,80.176,1857.62,2.68300009,14.41
2014-03-31,1281.85,1294.9,1298.49,1281.85,80.1,1872.34,2.72440004,13.88
2014-04-01,1278.88,1283.92,1287.95,1277.4,80.094,1885.52,2.7190001,13.1
2014-04-02,1289.63,1278.57,1294.45,1278.57,80.215,1890.9,2.75500011,13.09
2014-04-03,1284.85,1289.72,1293.84,1281.94,80.475,1888.77,2.80599999,13.37
2014-04-04,1302.7,1286.14,1306.66,1284.0,80.423,1865.09,2.80100012,13.96
2014-04-07,1296.61,1303.0,1304.72,1295.8,80.232,1845.04,2.72070003,15.57
2014-04-08,1307.7,1296.57,1314.33,1296.57,79.752,1851.96,2.70099998,14.89
2014-04-09,1311.7,1308.06,1315.0,1301.18,79.484,1872.18,2.68300009,13.82
2014-04-10,1317.5,1311.46,1324.43,1310.5,79.383,1833.08,2.69300008,15.89
2014-04-11,1318.1,1318.12,1323.83,1314.3,79.452,1815.69,2.64700007,17.03
2014-04-14,1327.28,1318.16,1331.15,1318.16,79.729,1830.61,2.60310006,16.11
2014-04-15,1302.24,1326.61,1328.13,1285.73,79.803,1842.98,2.6500001,15.61
2014-04-16,1301.75,1302.23,1307.04,1293.7,79.803,1862.31,2.63000011,14.18
2014-04-17,1294.35,1302.07,1304.13,1293.2,79.828,1864.85,2.63499999,13.36
2014-04-21,1289.43,1294.55,1301.88,1281.8,79.945,1871.89,2.71880007,13.25
2014-04-22,1283.15,1290.08,1292.82,1276.62,79.905,1879.55,2.71499991,13.19
2014-04-23,1283.83,1283.29,1289.01,1281.12,79.855,1875.39,2.71099997,13.27
2014-04-24,1292.88,1283.61,1298.64,1268.77,79.799,1878.61,2.69300008,13.32
2014-04-25,1303.5,1293.67,1304.98,1290.7,79.749,1863.4,2.68199992,14.06
2014-04-28,1296.18,1302.8,1306.42,1292.28,79.683,1869.43,2.67319989,13.97
2014-04-29,1295.58,1295.66,1301.4,1286.58,79.808,1878.33,2.70799994,13.71
2014-04-30,1291.1,1295.28,1298.17,1285.19,79.474,1883.95,2.69700003,13.41
2014-05-01,1283.93,1291.39,1292.83,1277.5,79.527,1883.68,2.64599991,13.25
2014-05-02,1299.6,1284.7,1304.63,1273.86,79.516,1881.14,2.61299992,12.91
2014-05-06,1307.37,1309.5,1314.0,1304.6,79.093,1867.72,2.6,13.8
2014-05-07,1289.3,1307.37,1314.5,1286.89,79.202,1878.21,2.59,13.4
2014-05-08,1289.15,1289.68,1295.44,1285.29,79.361,1875.63,2.61,13.43
2014-05-09,1289.2,1289.47,1294.33,1285.7,79.903,1878.48,2.62,12.92
2014-05-12,1295.2,1288.45,1304.1,1278.18,79.901,1896.65,2.66,12.23
2014-05-13,1293.33,1295.74,1298.79,1289.27,80.143,1897.45,2.61,12.13
2014-05-14,1305.53,1293.13,1309.0,1291.2,80.073,1888.53,2.55,12.17
2014-05-15,1296.0,1305.11,1307.09,1291.15,80.003,1870.85,2.503,13.17
2014-05-16,1292.5,1296.18,1298.21,1288.01,80.043,1877.86,2.53,12.44
2014-05-19,1292.7,1292.5,1305.41,1289.62,79.993,1885.08,2.55,12.42
2014-05-20,1293.9,1292.7,1296.9,1286.07,80.041,1872.83,2.51,12.96
2014-05-21,1291.55,1293.97,1296.3,1283.1,80.095,1888.03,2.53,11.91
2014-05-22,1293.95,1291.55,1303.85,1289.8,80.254,1892.49,2.555,12.03
2014-05-23,1292.3,1293.54,1295.5,1286.85,80.393,1900.53,2.53,11.36
2014-05-28,1258.05,1263.86,1267.3,1256.15,80.571,1909.78,2.44,11.68
2014-05-29,1255.5,1257.9,1260.48,1251.63,80.494,1920.03,2.47,11.57
2014-05-30,1250.5,1254.64,1260.4,1242.4,80.369,1923.57,2.48,11.4
2014-06-02,1243.3,1250.5,1250.85,1241.17,80.64,1924.97,2.53,11.58
2014-06-03,1244.75,1243.3,1247.66,1240.74,80.55,1924.24,2.572,11.87
2014-06-04,1243.6,1244.56,1249.15,1242.7,80.66,1927.88,2.6,12.08
2014-06-05,1252.95,1243.6,1257.65,1241.3,80.37,1940.46,2.59,11.68
2014-06-06,1252.6,1252.95,1257.78,1246.05,80.41,1949.44,2.59,10.73
2014-06-09,1252.03,1252.6,1257.05,1251.2,80.65,1951.27,2.61,11.15
2014-06-10,1259.75,1251.87,1263.65,1250.0,80.82,1950.79,2.64,10.99
2014-06-11,1260.55,1259.68,1265.3,1258.12,80.79,1943.89,2.64,11.6
2014-06-12,1272.85,1260.74,1274.8,1259.5,80.58,1930.11,2.6,12.56
2014-06-13,1276.63,1272.23,1277.88,1270.9,80.58,1936.16,2.61,12.18
2014-06-16,1271.45,1276.63,1284.9,1270.3,80.47,1937.78,2.6,12.65
2014-06-17,1271.2,1271.41,1273.3,1258.94,80.63,1941.99,2.65,12.06
2014-06-18,1277.25,1271.55,1278.71,1266.5,80.58,1956.98,2.59,10.61
2014-06-19,1318.85,1277.7,1321.59,1275.6,80.32,1959.48,2.62,10.62
2014-06-20,1314.1,1319.92,1321.99,1306.65,80.37,1962.87,2.61,10.85
2014-06-23,1317.7,1314.1,1318.45,1309.8,80.27,1962.61,2.63,10.98
2014-06-24,1318.3,1317.7,1325.96,1313.5,80.33,1949.98,2.58,12.13
2014-06-25,1318.3,1318.3,1324.81,1307.75,80.22,1959.53,2.56,11.59
2014-06-26,1316.8,1318.3,1319.84,1306.4,80.22,1957.22,2.53,11.63
2014-06-27,1315.2,1316.8,1322.25,1312.88,80.04,1960.96,2.54,11.26
2014-06-30,1326.75,1315.2,1329.5,1310.54,79.775,1960.23,2.53,11.57
2014-07-01,1326.2,1326.75,1333.12,1323.98,79.815,1973.32,2.57,11.15
2014-07-02,1326.5,1325.97,1331.96,1321.44,79.956,1974.62,2.63,10.82
2014-07-03,1319.3,1326.85,1327.43,1309.9,80.212,1985.44,2.647,10.32
2014-07-08,1319.5,1318.94,1324.76,1313.6,80.179,1963.71,2.56,11.98
2014-07-09,1326.55,1318.48,1332.3,1317.6,79.993,1972.83,2.55,11.65
2014-07-10,1335.0,1326.55,1345.28,1324.64,80.127,1964.68,2.539,12.59
2014-07-11,1338.4,1335.0,1339.2,1333.93,80.187,1967.57,2.52,12.08
2014-07-14,1306.95,1338.4,1339.51,1303.0,80.188,1977.1,2.55,11.82
2014-07-15,1294.1,1306.95,1313.76,1292.2,80.39,1973.28,2.55,11.96
2014-07-16,1299.25,1294.1,1303.77,1293.39,80.559,1981.57,2.53,11.0
2014-07-17,1317.65,1299.25,1324.44,1297.3,80.505,1958.12,2.45,14.54
2014-07-18,1310.2,1318.15,1324.7,1304.73,80.524,1978.22,2.48,12.06
2014-07-21,1311.9,1310.2,1318.39,1307.1,80.56,1973.63,2.472,12.81
2014-07-22,1307.7,1311.9,1315.87,1302.2,80.781,1983.53,2.47,12.24
2014-07-23,1303.6,1307.7,1311.19,1303.3,80.823,1987.01,2.47,11.52
2014-07-24,1293.3,1303.7,1305.2,1287.8,80.872,1987.98,2.5,11.84
2014-07-25,1307.8,1293.47,1308.66,1290.6,81.029,1978.34,2.47,12.69
2014-07-28,1302.4,1307.8,1309.23,1301.0,81.025,1978.91,2.49,12.56
2014-07-29,1298.85,1302.4,1312.19,1296.2,81.214,1969.95,2.46,13.28
2014-07-30,1295.78,1298.85,1303.71,1291.99,81.432,1970.07,2.559,13.33
2014-07-31,1281.7,1295.75,1297.35,1280.6,81.456,1930.67,2.56,16.95
2014-08-01,1293.8,1282.54,1297.21,1280.57,81.302,1925.15,2.5,17.03
2014-08-04,1287.7,1293.8,1295.45,1286.28,81.328,1938.99,2.48,15.12
2014-08-05,1288.58,1287.7,1294.01,1282.68,81.533,1920.21,2.49,16.87
2014-08-06,1305.45,1288.42,1309.56,1287.3,81.444,1920.24,2.474,16.37
2014-08-07,1312.5,1305.45,1314.59,1302.22,81.524,1909.57,2.41,16.66
2014-08-08,1309.3,1312.5,1322.69,1305.6,81.389,1931.59,2.424,15.77
2014-08-11,1307.95,1309.3,1311.51,1304.8,81.466,1936.92,2.43,14.23
2014-08-12,1308.65,1307.95,1317.86,1305.8,81.5,1933.75,2.45,14.13
2014-08-13,1312.45,1308.65,1315.03,1305.07,81.596,1946.72,2.42,12.9
2014-08-14,1312.2,1312.45,1319.42,1308.95,81.588,1955.18,2.4,12.42
2014-08-15,1304.4,1312.2,1315.2,1292.71,81.424,1955.06,2.34,13.15
2014-08-18,1297.05,1304.4,1304.58,1295.81,81.576,1971.74,2.4,12.32
2014-08-19,1295.05,1297.05,1302.32,1294.04,81.883,1981.6,2.4,12.21
2014-08-20,1291.15,1295.05,1297.96,1288.0,82.226,1986.51,2.43,11.78
2014-08-21,1276.2,1291.15,1291.58,1273.09,82.154,1992.37,2.41,11.76
2014-08-22,1280.7,1276.2,1283.05,1274.36,82.336,1988.4,2.4,11.47
2014-08-25,1276.25,1280.7,1281.4,1274.55,82.549,1997.92,2.38,11.7
2014-08-26,1280.0,1276.25,1290.98,1275.59,82.65,2000.02,2.4,11.63
2014-08-27,1282.65,1280.0,1287.37,1280.0,82.428,2000.12,2.36,11.78
2014-08-28,1288.9,1282.65,1296.53,1282.52,82.477,1996.74,2.34,12.05
2014-08-29,1287.01,1289.02,1291.38,1283.61,82.748,2003.37,2.34,11.98
2014-09-03,1269.25,1265.92,1271.54,1261.4,82.865,2000.72,2.4,12.36
2014-09-04,1259.7,1269.15,1277.25,1259.7,83.82,1997.65,2.45,12.64
2014-09-05,1268.3,1260.68,1273.64,1257.46,83.739,2007.71,2.458,12.09
2014-09-08,1255.25,1268.3,1271.8,1251.65,84.232,2001.54,2.47,12.66
2014-09-09,1255.2,1255.25,1258.25,1247.65,84.278,1988.44,2.5,13.5
2014-09-10,1249.0,1255.35,1257.8,1244.01,84.283,1995.69,2.543,12.88
2014-09-11,1239.85,1249.0,1250.2,1235.11,84.298,1997.45,2.55,12.8
2014-09-12,1228.1,1240.0,1241.68,1227.8,84.24,1985.54,2.61,13.31
2014-09-15,1232.25,1228.1,1238.62,1225.81,84.264,1984.13,2.59,14.12
2014-09-16,1234.75,1232.59,1242.07,1231.83,84.074,1998.98,2.6,12.73
2014-09-17,1223.1,1234.75,1239.48,1221.63,84.345,2001.57,2.6,12.65
2014-09-18,1224.55,1223.1,1227.96,1215.99,84.323,2011.36,2.62,12.03
2014-09-19,1216.0,1224.55,1228.74,1213.94,84.735,2010.4,2.58,12.11
2014-09-22,1214.55,1216.0,1220.45,1208.33,84.752,1994.29,2.57,13.69
2014-09-23,1222.55,1214.55,1235.45,1214.4,84.658,1982.77,2.53,14.93
2014-09-24,1216.5,1222.55,1226.08,1215.88,85.037,1998.3,2.57,13.27
2014-09-25,1221.65,1216.5,1224.61,1207.1,85.195,1965.99,2.5,15.64
2014-09-26,1218.8,1221.65,1231.3,1212.45,85.64,1982.85,2.53,14.85
2014-09-29,1216.1,1218.8,1223.33,1215.12,85.591,1977.8,2.48,15.98
2014-09-30,1208.5,1216.1,1220.18,1204.7,85.936,1972.29,2.492,16.31
2014-10-01,1212.7,1208.5,1219.36,1204.85,85.972,1946.16,2.39,16.71
2014-10-02,1214.25,1212.7,1222.41,1208.87,85.601,1946.17,2.43,16.16
2014-10-03,1190.85,1214.25,1215.35,1190.2,86.694,1967.9,2.43,14.55
2014-10-06,1206.82,1190.85,1209.03,1183.27,85.928,1964.82,2.42,15.46
2014-10-07,1208.8,1206.82,1213.49,1203.13,85.672,1935.1,2.34,17.2
2014-10-08,1221.57,1209.27,1224.16,1205.15,85.297,1968.89,2.32,15.11
2014-10-09,1223.7,1221.57,1233.37,1219.2,85.522,1928.21,2.32,18.76
2014-10-10,1223.2,1223.7,1225.49,1217.55,85.912,1906.13,2.28,21.24
2014-10-13,1236.3,1223.2,1237.8,1222.94,85.532,1874.74,2.286,24.64
2014-10-14,1232.05,1236.3,1238.2,1231.14,85.822,1877.7,2.2,22.79
2014-10-15,1240.85,1232.05,1249.63,1222.05,85.147,1862.49,2.13,26.25
2014-10-16,1238.75,1240.85,1245.25,1235.55,84.955,1862.76,2.1515,25.2
2014-10-17,1238.1,1238.75,1241.71,1231.85,85.11,1886.76,2.1918,21.99
2014-10-20,1246.6,1238.1,1248.8,1234.78,84.953,1904.01,2.1847,18.57
2014-10-21,1249.2,1246.6,1255.25,1245.5,85.303,1941.28,2.22,16.08
2014-10-22,1240.95,1249.2,1249.8,1240.65,85.741,1927.11,2.22,17.87
2014-10-23,1232.1,1240.95,1244.65,1226.45,85.843,1950.82,2.273,16.53
2014-10-24,1230.9,1232.1,1234.3,1229.01,85.732,1964.58,2.27,16.11
2014-10-27,1225.57,1230.9,1232.01,1225.57,85.495,1961.63,2.26,16.04
2014-10-28,1228.02,1225.57,1235.56,1222.7,85.408,1985.05,2.3,14.39
2014-10-29,1211.72,1227.89,1230.6,1208.56,85.952,1982.3,2.32,15.15
2014-10-30,1198.9,1211.58,1216.7,1196.15,86.147,1994.65,2.31,14.52
2014-10-31,1172.59,1198.9,1202.76,1161.37,86.917,2018.05,2.34,14.03
2014-11-04,1168.1,1165.42,1175.0,1164.1,86.984,2012.1,2.33,14.89
2014-11-05,1140.4,1168.11,1169.75,1138.01,87.444,2023.57,2.34,14.17
2014-11-06,1141.7,1140.34,1149.6,1138.34,88.012,2031.21,2.39,13.67
2014-11-07,1177.83,1141.7,1178.75,1132.08,87.642,2031.92,2.3,13.12
2014-11-10,1151.23,1177.7,1178.7,1147.56,87.81,2038.26,2.36,12.67
2014-11-11,1163.96,1150.89,1173.26,1146.35,87.531,2039.68,2.3604,12.92
2014-11-12,1162.38,1164.02,1170.13,1157.52,87.822,2038.25,2.37,13.02
2014-11-13,1162.17,1162.32,1168.08,1154.17,87.674,2039.33,2.34,13.79
2014-11-14,1188.3,1162.23,1193.65,1147.0,87.525,2039.82,2.32,13.31
2014-11-17,1186.34,1188.66,1194.27,1181.7,87.926,2041.32,2.34,13.99
2014-11-18,1196.57,1186.34,1204.7,1183.61,87.575,2051.8,2.32,13.86
2014-11-19,1182.5,1196.77,1202.25,1175.36,87.647,2048.72,2.36,13.96
2014-11-20,1193.48,1182.37,1197.15,1177.0,87.591,2052.75,2.3364,13.58
2014-11-21,1201.28,1193.6,1207.85,1187.02,88.31,2063.5,2.31,12.9
2014-11-24,1196.66,1201.15,1204.29,1193.0,88.151,2069.41,2.31,12.62
2014-11-25,1200.6,1196.8,1202.93,1190.57,87.92,2067.03,2.26,12.25
2014-11-26,1197.6,1200.81,1201.85,1195.1,87.607,2072.83,2.25,12.07
2014-12-01,1211.64,1167.23,1221.5,1143.01,87.946,2053.44,2.213,14.29
2014-12-02,1197.84,1211.63,1213.38,1192.18,88.647,2066.55,2.3,12.85
2014-12-03,1209.2,1198.13,1215.1,1194.61,88.956,2074.33,2.28,12.47
2014-12-04,1205.13,1209.3,1213.39,1201.51,88.704,2071.92,2.24,12.38
2014-12-05,1191.98,1204.53,1207.62,1186.55,89.334,2075.37,2.31,11.82
2014-12-08,1203.2,1192.16,1208.97,1187.36,89.041,2060.31,2.26,14.21
2014-12-09,1230.74,1203.4,1238.3,1199.45,88.69,2059.82,2.21,14.89
2014-12-10,1225.99,1230.96,1238.25,1224.88,88.271,2026.14,2.17,18.53
2014-12-11,1227.41,1225.87,1232.75,1216.12,88.663,2035.33,2.1778,20.08
2014-12-12,1222.32,1227.3,1228.19,1214.61,88.363,2002.33,2.08,21.08
2014-12-15,1192.99,1222.29,1224.22,1190.8,88.46,1989.63,2.12,20.42
2014-12-16,1196.72,1192.86,1223.48,1187.61,88.125,1972.74,2.06,23.57
2014-12-17,1189.3,1196.9,1202.95,1183.96,89.133,2012.89,2.14,19.44
2014-12-18,1198.7,1189.05,1213.86,1188.67,89.235,2061.23,2.2163,16.81
2014-12-19,1195.42,1198.3,1201.32,1193.91,89.598,2070.65,2.16,16.49
2014-12-22,1176.17,1195.53,1203.37,1170.91,89.77,2078.54,2.16,15.25
2014-12-23,1176.2,1176.1,1185.0,1172.78,90.064,2082.17,2.27,14.8
2014-12-24,1174.67,1176.3,1181.25,1173.09,89.967,2081.88,2.27,14.37
2014-12-26,1195.79,1173.86,1199.12,1173.5,90.03,2088.77,2.25,14.5
2014-12-29,1182.96,1195.76,1197.52,1179.06,90.19,2090.57,2.2,15.06
2014-12-30,1200.02,1183.21,1210.65,1180.95,89.991,2080.35,2.19,15.92
2014-12-31,1184.02,1200.46,1203.85,1179.9,90.269,2058.9,2.17,19.2
2015-01-02,1188.43,1182.16,1195.0,1167.72,91.08,2058.2,2.1263,17.79
2015-01-05,1204.48,1188.01,1207.8,1177.99,91.378,2020.58,2.03,19.92
2015-01-06,1218.8,1204.47,1223.3,1201.91,91.499,2002.61,1.9384,21.12
2015-01-07,1211.0,1218.46,1219.2,1209.22,91.89,2025.9,1.9694,19.31
2015-01-08,1208.6,1211.1,1216.58,1204.73,92.368,2062.14,2.0196,17.01
2015-01-09,1222.95,1208.76,1224.0,1207.5,91.935,2044.81,1.9518,17.55
2015-01-12,1233.2,1222.9,1235.88,1217.74,91.983,2028.26,1.9087,19.6
2015-01-13,1230.58,1233.1,1244.22,1227.44,92.31,2023.03,1.9051,20.56
2015-01-14,1228.62,1230.67,1244.4,1225.21,92.161,2011.27,1.8228,21.48
2015-01-15,1262.18,1228.61,1266.78,1226.27,92.352,1992.67,1.7394,22.39
2015-01-16,1280.3,1262.6,1282.11,1255.2,92.52,2019.42,1.84,20.95
2015-01-21,1293.0,1295.26,1305.34,1284.81,92.904,2032.12,1.858,18.85
2015-01-22,1302.07,1292.94,1307.59,1279.76,94.077,2063.15,1.87,16.4
2015-01-23,1294.08,1301.8,1302.65,1284.58,94.762,2051.82,1.7994,16.66
2015-01-26,1281.1,1293.95,1299.21,1276.05,94.802,2057.09,1.83,15.52
2015-01-27,1292.25,1281.45,1297.57,1272.5,94.022,2029.55,1.8248,17.22
2015-01-28,1284.06,1291.9,1293.87,1279.97,94.467,2002.16,1.7207,20.44
2015-01-29,1256.66,1284.15,1285.95,1252.05,94.782,2021.25,1.7631,18.76
2015-01-30,1283.09,1257.48,1284.8,1257.35,94.804,1994.99,1.639,20.97
2015-02-02,1274.04,1283.18,1283.7,1266.65,94.504,2020.85,1.6709,19.43
2015-02-03,1260.2,1273.98,1285.8,1255.7,93.6,2050.03,1.778,17.33
2015-02-04,1269.0,1260.1,1272.46,1256.92,93.986,2041.51,1.75,18.33
